date,blocks
2022-04-28,2741
2022-04-29,2797
2022-04-30,2824
2022-05-01,2826
2022-05-02,2827
2022-05-03,2791
2022-05-04,2827
2022-05-05,2822
2022-05-06,2704
2022-05-07,2820
2022-05-08,2836
2022-05-09,2761
2022-05-10,2833
2022-05-11,2811
2022-05-12,2779
2022-05-13,2730
2022-05-14,2842
2022-05-15,2841
2022-05-16,2813
2022-05-17,2865
2022-05-18,2828
2022-05-19,2855
2022-05-20,2854
2022-05-21,2820
2022-05-22,2825
2022-05-23,2845
2022-05-24,2831
2022-05-25,2831
2022-05-26,2835
2022-05-27,2791
2022-05-28,2829
2022-05-29,2806
2022-05-30,2750
2022-05-31,2816
2022-06-01,2810
2022-06-02,2788
2022-06-03,2824
2022-06-04,2793
2022-06-05,2666
2022-06-06,2677
2022-06-07,2805
2022-06-08,2812
2022-06-09,2763
2022-06-10,2790
2022-06-11,2523
2022-06-12,2474
2022-06-13,2641
2022-06-14,2781
2022-06-15,2816
2022-06-16,2783
2022-06-17,2779
2022-06-18,2794
2022-06-19,2807
2022-06-20,2720
2022-06-21,2780
2022-06-22,2826
2022-06-23,2773
2022-06-24,2813
2022-06-25,2786
2022-06-26,2827
2022-06-27,2731
2022-06-28,2657
2022-06-29,2122
2022-06-30,2614
2022-07-01,2790
2022-07-02,2803
2022-07-03,2802
2022-07-04,2806
2022-07-05,2807
2022-07-06,2806
2022-07-07,2802
2022-07-08,2811
2022-07-09,2819
2022-07-10,2783
2022-07-11,2807
2022-07-12,2816
2022-07-13,2800
2022-07-14,2821
2022-07-15,2809
2022-07-16,2821
2022-07-17,2838
2022-07-18,2838
2022-07-19,2825
2022-07-20,2852
2022-07-21,2840
2022-07-22,2844
2022-07-23,2856
2022-07-24,2824
2022-07-25,2813
2022-07-26,2847
2022-07-27,2857
2022-07-28,2849
2022-07-29,2849
2022-07-30,2854
2022-07-31,2847
2022-08-01,2829
2022-08-02,2844
2022-08-03,2645
2022-08-04,2852
2022-08-05,2858
2022-08-06,2840
2022-08-07,2871
2022-08-08,2852
2022-08-09,2871
2022-08-10,2862
2022-08-11,2865
2022-08-12,2871
2022-08-13,2846
2022-08-14,2867
2022-08-15,2865
2022-08-16,2859
2022-08-17,2850
2022-08-18,2866
2022-08-19,2853
2022-08-20,2845
2022-08-21,2867
2022-08-22,2863
2022-08-23,2845
2022-08-24,2862
2022-08-25,2863
2022-08-26,2848
2022-08-27,2862
2022-08-28,2857
2022-08-29,2844
2022-08-30,2740
2022-08-31,2863
2022-09-01,2859
2022-09-02,2850
2022-09-03,2853
2022-09-04,2844
2022-09-05,2850
2022-09-06,2847
2022-09-07,2850
2022-09-08,2848
2022-09-09,2848
2022-09-10,2795
2022-09-11,2856
2022-09-12,2815
2022-09-13,2792
2022-09-14,2853
2022-09-15,2861
2022-09-16,2865
2022-09-17,2874
2022-09-18,2840
2022-09-19,2859
2022-09-20,2860
2022-09-21,2853
2022-09-22,2862
2022-09-23,2822
2022-09-24,2797
2022-09-25,2821
2022-09-26,2829
2022-09-27,2860
2022-09-28,2856
2022-09-29,2845
2022-09-30,2754
2022-10-01,2864
2022-10-02,2854
2022-10-03,2786
2022-10-04,2860
2022-10-05,2842
2022-10-06,2861
2022-10-07,2871
2022-10-08,2841
2022-10-09,2867
2022-10-10,2863
2022-10-11,2856
2022-10-12,2870
2022-10-13,2868
2022-10-14,2859
2022-10-15,2874
2022-10-16,2849
2022-10-17,2863
2022-10-18,2865
2022-10-19,2856
2022-10-20,2865
2022-10-21,2859
2022-10-22,2859
2022-10-23,2867
2022-10-24,2833
2022-10-25,2831
2022-10-26,2829
2022-10-27,2850
2022-10-28,2839
2022-10-29,1090
